"Bug编号","所属产品","所属模块","所属执行","相关需求","相关任务","Bug标题","关键词","严重程度","优先级","Bug类型","操作系统","浏览器","重现步骤","Bug状态","截止日期","激活次数","是否确认","抄送给","由谁创建","创建日期","影响版本","指派给","指派日期","解决者","解决方案","解决版本","解决日期","由谁关闭","关闭日期","重复ID","相关Bug","相关用例","最后修改者","修改日期","附件"
"2078","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[__NSCFNumber stringByTrimmingCharactersInSet:]: unrecognized selector sent to instance 0xa0177b6c539c2fc9","","1-Low","3","代码错误","","","当前展示的视图控制器:JHTabBarController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[__NSCFNumber stringByTrimmingCharactersInSet:]: unrecognized selector sent to instance 0xa0177b6c539c2fc9

#0 CoreFoundation 000000000180B2D04C ()
#1 libobjc.A.dylib 0000000001991A1F54 objc_exception_throw()
#2 CoreFoundation 000000000180C0A014 +[NSObject _copyDescription]
#3 CoreFoundation 000000000180AC2474 ()
#4 CoreFoundation 000000000180AC15B0 -[NSKVONotifying_MKUserLocation setCoordinate:]
#5 JHUniversalApp 000000000105E277A8 +[NSString contentIsNullORNil:]
#6 JHUniversalApp 00000000010599680C -[JHOldPhotoCapture changesFame:]
#7 JHUniversalApp 000000000105997278 -[JHOldPhotoCapture showCameraView:completion:]
#8 JHUniversalApp 000000000105905FA8 -[JHCommonIdentifyCapture captureCamera]
#9 JHUniversalApp 000000000105905808 -[JHCommonIdentifyCapture captureImage:]
#10 JHUniversalApp 0000000001059AD7C0 +[SCCameraController cameraExamIdentifyWithBusinessId:picType:CaptureMode:CaptureTmout:watermarkInfo:direction:andController:andCompleteBlock:isCaptureTmoutBlock:]
#11 JHUniversalApp 0000000001058BDF44 -[WVCameraNode businessOfExamWithBusiness:]
#12 JHUniversalApp 0000000001058BD704 __45-[WVCameraNode webViewShouldStartLoadRequest]_block_invoke()
#13 JHUniversalApp 0000000001059AD0F0 __71+[SCCameraController requestCameraConfigWithTypeCode:andCompleteBlock:]_block_invoke()
#14 JHUniversalApp 000000000105F16C9C __128+[JHNetworkComponent(Ext) requestWithString:queryParameters:params:header:httpMethod:showLoading:didFinishLoaded:didFailLoaded:]_block_invoke()
#15 libdispatch.dylib 00000000010F8EC6D4 _dispatch_call_block_and_release()
#16 libdispatch.dylib 00000000010F8EE3B4 _dispatch_client_callout()
#17 libdispatch.dylib 00000000010F8FE898 _dispatch_main_queue_callback_4CF()
#18 CoreFoundation 000000000180AE5CD4 ()
#19 CoreFoundation 000000000180A9FEAC ()
#20 CoreFoundation 000000000180AB33B8 CFRunLoopRunSpecific()
#21 GraphicsServices 00000000019C44338C GSEventRunModal()
#22 UIKitCore 0000000001834536A8 -[UIApplication _run]
#23 UIKitCore 0000000001831D27F4 UIApplicationMain()
#24 JHUniversalApp 000000000105CE5310 main()
#25 dyld 00000000010EA85A24 start()



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 13:39:58","主干(#trunk)","余朝阳","2022-02-25 14:53:35","邹丽","已解决","主干(#trunk)","2022-02-25 14:50:57","","0000-00-00 00:00:00","0","","","邹丽","2022-02-25 14:53:35","",""
"2077","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","data parameter is nil","","1-Low","3","代码错误","","","当前展示的视图控制器:LayoutEngineViewController

最后实例化的视图控制器:JHCSRotationImageViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:data parameter is nil

#0 CoreFoundation 00000000019D86D794 ()
#1 libobjc.A.dylib 00000000019D58FBCC objc_exception_throw()
#2 Foundation 00000000019DB67214 -[_NSJSONReader init]
#3 JHUniversalApp 0000000001075F24AC -[LayoutEngineViewController getStoreCount]
#4 libdispatch.dylib 00000000019D5329A8 ()
#5 libdispatch.dylib 00000000019D533524 ()
#6 libdispatch.dylib 00000000019D4E55B4 ()
#7 CoreFoundation 00000000019D7EB7FC ()
#8 CoreFoundation 00000000019D7E66D0 ()
#9 CoreFoundation 00000000019D7E5CE8 CFRunLoopRunSpecific()
#10 GraphicsServices 0000000001A793038C GSEventRunModal()
#11 UIKitCore 0000000001A1914444 UIApplicationMain()
#12 JHUniversalApp 0000000001076003D4 -[VAUIFooterView .cxx_destruct]
#13 libdyld.dylib 00000000019D66D8F0 ()



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 13:36:10","主干(#trunk)","李宽","2022-02-24 17:53:01","李聪","已解决","主干(#trunk)","2022-02-24 17:47:11","","0000-00-00 00:00:00","0","","","李聪","2022-02-24 17:53:01","企业微信截图_cda09ef5-8431-4256-8e05-d5c5bcb210e7.png
",""
"2076","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[__NSCFNumber stringByTrimmingCharactersInSet:]: unrecognized selector sent to instance 0xa67a9e24ac5a5669","","1-Low","3","代码错误","","","当前展示的视图控制器:ShowStoreNewMapViewController

最后实例化的视图控制器:ShowStoreNewMapViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[__NSCFNumber stringByTrimmingCharactersInSet:]: unrecognized selector sent to instance 0xa67a9e24ac5a5669

#0 CoreFoundation 00000000019648B928 ()
#1 libobjc.A.dylib 0000000001AA22A480 objc_exception_throw()
#2 CoreFoundation 00000000019639A960 -[NSOrderedSet initWithSet:copyItems:]
#3 CoreFoundation 00000000019648DF84 ()
#4 CoreFoundation 00000000019648FF2C -[NSKVONotifying_MKUserLocation setCoordinate:]
#5 JHUniversalApp 0000000001046E6544 +[NSString contentIsNullORNil:]
#6 JHUniversalApp 0000000001046E6600 +[NSString replaceNilStr:]
#7 JHUniversalApp 000000000103A610BC -[EmployeeChecklistVC setStatus:StatusValue:InspectOptionTaskId:callBack:]
#8 JHUniversalApp 000000000103A5C378 -[EmployeeChecklistVC tableView:cellForRowAtIndexPath:]
#9 JHUniversalApp 000000000103CA2434 -[SelfCheckCell segmentedControlClicked:]
#10 UIKitCore 000000000198D37E8C -[UIApplication sendAction:to:from:forEvent:]
#11 UIKitCore 0000000001986C8018 -[UIControl sendAction:to:forEvent:]
#12 UIKitCore 0000000001986C8358 -[UIControl _sendActionsForEvents:withEvent:]
#13 UIKitCore 0000000001991D0EE4 -[_UIAfterCACommitBlock run]
#14 UIKitCore 000000000198D409C4 ()
#15 UIKitCore 000000000198D2FE90 ()
#16 UIKitCore 000000000198D611E0 ()
#17 CoreFoundation 000000000196409C40 ()
#18 CoreFoundation 000000000196404270 ()
#19 CoreFoundation 00000000019640480C ()
#20 CoreFoundation 000000000196403ED0 CFRunLoopRunSpecific()
#21 GraphicsServices 0000000001ACB4F570 GSEventRunModal()
#22 UIKitCore 000000000198D312D0 -[UIApplication _run]
#23 UIKitCore 000000000198D3684C UIApplicationMain()
#24 JHUniversalApp 00000000010461D05C -[VAUIFooterView .cxx_destruct]
#25 libdyld.dylib 0000000001960E2140 ()
univer:=>16:11:20.399 -[JHMessageEntity dealloc] 消息体销毁了
univer:=>16:11:21.160 -[JHMessageEntity dealloc] 消息体销毁了



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 13:33:48","主干(#trunk)","余朝阳","2022-02-25 11:15:48","邹丽","重复Bug","主干(#trunk)","2022-02-25 11:15:25","","0000-00-00 00:00:00","-[__NSCFNumber stringByTrimmingCharactersInSet:]: unrecognized selector sent to instance 0xbd49e5c9db293fe5(2069)","","","邹丽","2022-02-25 11:15:48","",""
"2073","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","Set contentURL after setting controls.","","1-Low","3","代码错误","","","当前展示的视图控制器:JHStoreListViewController

最后实例化的视图控制器:VAListeningStoryViewController

2.6.0.121413 name:ALMoviePlayerController Exception
reason:Set contentURL after setting controls.

#0 CoreFoundation 000000000180B490FC ()
#1 libobjc.A.dylib 000000000199399D64 objc_exception_throw()
#2 CoreFoundation 000000000180C1F53C -[NSException init]
#3 JHUniversalApp 0000000001044EDDA0 -[VAALMoviePlayerController setContentURL:]
#4 MediaPlayer 000000000189B4A12C -[MPMoviePlayerController initWithContentURL:]
#5 JHUniversalApp 0000000001044ED854 -[VAALMoviePlayerController initWithFrame:]
#6 JHUniversalApp 0000000001044ED65C -[VAALMoviePlayerController init]
#7 JHUniversalApp 00000000010449A500 -[VACGlodalManager Build]
#8 JHUniversalApp 0000000001040410EC +[TLNewsHomepage myInit]
#9 JHUniversalApp 0000000001051508C8 -[AppDelegate initialize]
#10 JHUniversalApp 000000000105156EFC -[AppDelegate application:didFinishLaunchingWithOptions:]
#11 UIKitCore 0000000001832819D8 -[UIApplication _handleDelegateCallbacksWithOptions:isSuspended:restoreState:]
#12 UIKitCore 000000000183469A60 -[UIApplication _callInitializationDelegatesWithActions:forCanvas:payload:fromOriginatingProcess:]
#13 UIKitCore 0000000001834523A0 -[UIApplication _runWithMainScene:transitionContext:completion:]
#14 UIKitCore 0000000001832AF940 -[_UISceneLifecycleMultiplexer completeApplicationLaunchWithFBSScene:transitionContext:]
#15 UIKitCore 000000000183107AF0 _UIScenePerformActionsWithLifecycleActionMask()
#16 UIKitCore 000000000183233438 ()
#17 UIKitCore 000000000183354104 -[_UISceneLifecycleMultiplexer _performBlock:withApplicationOfDeactivationReasons:fromReasons:]
#18 UIKitCore 0000000001835952F8 -[_UISceneLifecycleMultiplexer _evalTransitionToSettings:fromSettings:forceExit:withTransitionStore:]
#19 UIKitCore 000000000183520818 -[_UISceneLifecycleMultiplexer uiScene:transitionedFromState:withTransitionContext:]
#20 UIKitCore 0000000001831088F4 ()
#21 UIKitCore 0000000001831C9160 +[BSAnimationSettings tryAnimatingWithSettings:actions:completion:]
#22 UIKitCore 00000000018310A804 _UISceneSettingsDiffActionPerformChangesWithTransitionContext()
#23 UIKitCore 0000000001831F5448 -[_UIWindowSceneFBSSceneTransitionContextDrivenLifecycleSettingsDiffAction _performActionsForUIScene:withUpdatedFBSScene:settingsDiff:fromSettings:transitionContext:lifecycleActionType:]
#24 UIKitCore



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 11:43:55","主干(#trunk)","余朝阳","2022-02-24 17:33:22","平康","已解决","主干(#trunk)","2022-02-24 17:28:20","","0000-00-00 00:00:00","0","","","平康","2022-02-24 17:33:22","",""
"2072","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","An instance 0x11464fe70 of class JHWebview was deallocated while key value observers were still registered with it. Current observation info","","1-Low","3","代码错误","","","当前展示的视图控制器:JHTabBarController

最后实例化的视图控制器:JHMapTemplateOneViewController

2.6.0.012920 name:NSInternalInconsistencyException
reason:An instance 0x11464fe70 of class JHWebview was deallocated while key value observers were still registered with it. Current observation info: (
Context: 0x0, Property: 0x172259230>
)
#0 CoreFoundation 000000000186396FE0 ()
#1 libobjc.A.dylib 000000000184DF8538 objc_exception_throw()
#2 CoreFoundation 000000000186396F28 -[NSException initWithCoder:]
#3 Foundation 000000000186DF2120 -[NSKVONotifying_AVCaptureConnection dealloc]
#4 JHUniversalApp 000000000100602E10 -[JHUIWebViewController .cxx_destruct]
#5 libobjc.A.dylib 000000000184DF6F00 ()
#6 libobjc.A.dylib 000000000184E04334 objc_destructInstance()
#7 libobjc.A.dylib 000000000184E04398 object_dispose()
#8 UIKit 00000000018C86A470 -[UIResponder dealloc]
#9 UIKit 00000000018C649244 -[UIViewController dealloc]
#10 JHUniversalApp 0000000001005FA9F0 -[JHUIWebViewController dealloc]
#11 CoreFoundation 0000000001863869AC ()
#12 CoreFoundation 00000000018627A9F0 -[__NSArrayM dealloc]
#13 UIKit 00000000018C64921C -[UIViewController dealloc]
#14 UIKit 00000000018C653D94 -[UINavigationController dealloc]
#15 UIKit 00000000018C81D960 -[UIPresentationController .cxx_destruct]
#16 libobjc.A.dylib 000000000184DF6F00 ()
#17 libobjc.A.dylib 000000000184E04334 objc_destructInstance()
#18 libobjc.A.dylib 000000000184E04398 object_dispose()
#19 UIKit 00000000018C819348 -[UIPresentationController dealloc]
#20 UIKit 00000000018CE99840 -[_UIFullscreenPresentationController dealloc]
#21 UIKit 00000000018C819048 ()
#22 libsystem_blocks.dylib 0000000001852A3A68 _Block_release()
#23 UIKit 00000000018CF4A57C -[_UIViewControllerTransitionContext .cxx_destruct]
#24 libobjc.A.dylib 000000000184DF6F00 ()
#25 libobjc.A.dylib 000000000184E04334 objc_destructInstance()
#26 libobjc.A.dylib 000000000184E04398 object_dispose()
#27 UIKit 00000000018C5EDC48 -[_UIViewControllerTransitionContext dealloc]
#28 UIKit 00000000018C5EDBF8 -[_UIViewControllerOneToOneTransitionContext dealloc]
#29 libsyst



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 11:42:13","主干(#trunk)","李宽","2022-02-25 16:32:54","李飞","已解决","主干(#trunk)","2022-02-25 16:27:17","","0000-00-00 00:00:00","0","","","李飞","2022-02-25 16:32:54","",""
"2071","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[NSISRestrictedToZeroMarkerVariable reachabilityChanged:]: unrecognized selector sent to instance 0x282f28b40","","1-Low","3","代码错误","","","当前展示的视图控制器:JHTabBarController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[NSISRestrictedToZeroMarkerVariable reachabilityChanged:]: unrecognized selector sent to instance 0x282f28b40

#0 CoreFoundation 0000000001AB2D69D8 ()
#1 libobjc.A.dylib 0000000001BF65CB54 objc_exception_throw()
#2 CoreFoundation 0000000001AB1E6BBC -[NSOrderedSet initWithSet:copyItems:]
#3 CoreFoundation 0000000001AB2D901C ()
#4 CoreFoundation 0000000001AB2DAF8C _CF_forwarding_prep_0()
#5 JHUniversalApp 000000000108474D50 -[Reachability startNotifier]
#6 SystemConfiguration 0000000001AB774204 ()
#7 SystemConfiguration 0000000001AB774AA0 ()
#8 libnetwork.dylib 0000000001ABECAF6C ()
#9 libdispatch.dylib 0000000001AAF0E298 ()
#10 libdispatch.dylib 0000000001AAF0F280 ()
#11 libdispatch.dylib 0000000001AAEEB4F0 ()
#12 libdispatch.dylib 0000000001AAEEBFDC ()
#13 libdispatch.dylib 0000000001AAEF5800 ()
#14 libsystem_pthread.dylib 0000000001F3AFD5A4 _pthread_wqthread()
#15 libsystem_pthread.dylib 0000000001F3B00874 start_wqthread()



","已解决","0000-00-00","0","是","","李聪","2022-02-24 11:39:02","主干(#trunk)","李聪","2022-02-24 17:42:28","平康","已解决","主干(#trunk)","2022-02-24 17:42:12","","0000-00-00 00:00:00","0","","","平康","2022-02-24 17:42:28","",""
"2070","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[UIView removeAllSubViews]: unrecognized selector sent to instance 0x10e94bc70","","1-Low","3","代码错误","","","当前展示的视图控制器:ShowStoreNewMapViewController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[UIView removeAllSubViews]: unrecognized selector sent to instance 0x10e94bc70

#0 CoreFoundation 0000000001810DD0FC ()
#1 libobjc.A.dylib 000000000199918D64 objc_exception_throw()
#2 CoreFoundation 0000000001811BA0C4 +[NSObject _copyDescription]
#3 UIKitCore 000000000184458030 -[UIResponder doesNotRecognizeSelector:]
#4 CoreFoundation 000000000181072524 ()
#5 CoreFoundation 000000000181071660 -[NSKVONotifying_MKUserLocation setCoordinate:]
#6 JHUniversalApp 0000000001040C0820 -[JHNewNotificationCell createCooperateLabel:]
#7 JHUniversalApp 0000000001040BF940 -[JHNewNotificationCell setModel:]
#8 libdispatch.dylib 000000000180D4D924 ()
#9 libdispatch.dylib 000000000180D4F670 ()
#10 libdispatch.dylib 000000000180D5DB70 _dispatch_main_queue_callback_4CF()
#11 CoreFoundation 000000000181095D84 ()
#12 CoreFoundation 00000000018104FF5C ()
#13 CoreFoundation 000000000181063468 CFRunLoopRunSpecific()
#14 GraphicsServices 00000000019CBEF38C GSEventRunModal()
#15 UIKitCore 000000000183A05088 -[UIApplication _run]
#16 UIKitCore 000000000183783958 UIApplicationMain()
#17 JHUniversalApp 0000000001057560E4 -[VAUIFooterView .cxx_destruct]
#18 dyld 00000000010830DAA4 start()



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 11:38:30","主干(#trunk)","余朝阳","2022-02-28 10:12:40","余朝阳","已解决","主干(#trunk)","2022-02-28 10:11:58","","0000-00-00 00:00:00","0","","","余朝阳","2022-02-28 10:12:40","",""
"2069","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[__NSCFNumber stringByTrimmingCharactersInSet:]: unrecognized selector sent to instance 0xbd49e5c9db293fe5","","1-Low","3","代码错误","","","当前展示的视图控制器:ShowStoreNewMapViewController

最后实例化的视图控制器:ShowStoreNewMapViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[__NSCFNumber stringByTrimmingCharactersInSet:]: unrecognized selector sent to instance 0xbd49e5c9db293fe5

#0 CoreFoundation 00000000018196D0FC ()
#1 libobjc.A.dylib 00000000019A1B9D64 objc_exception_throw()
#2 CoreFoundation 000000000181A4A0C4 +[NSObject _copyDescription]
#3 CoreFoundation 000000000181902524 ()
#4 CoreFoundation 000000000181901660 -[NSKVONotifying_MKUserLocation setCoordinate:]
#5 JHUniversalApp 000000000106D8E6AC +[NSString contentIsNullORNil:]
#6 JHUniversalApp 000000000106D8E768 +[NSString replaceNilStr:]
#7 JHUniversalApp 000000000105AAEAB8 -[EmployeeChecklistVC setStatus:StatusValue:InspectOptionTaskId:callBack:]
#8 JHUniversalApp 000000000105AAAD64 -[EmployeeChecklistVC tableView:cellForRowAtIndexPath:]
#9 JHUniversalApp 000000000105C5D69C -[SelfCheckCell segmentedControlClicked:]
#10 UIKitCore 000000000184245A98 -[UIApplication sendAction:to:from:forEvent:]
#11 UIKitCore 000000000184371DB8 -[UIControl sendAction:to:forEvent:]
#12 UIKitCore 0000000001840ECF90 -[UIControl _sendActionsForEvents:withEvent:]
#13 UIKitCore 0000000001840A87F0 -[_UIAfterCACommitBlock run]
#14 UIKitCore 000000000183FBA5D4 -[_UIAfterCACommitQueue flush]
#15 UIKitCore 000000000183EE2F54 ()
#16 UIKitCore 000000000183EE366C ()
#17 UIKitCore 000000000183EE381C ()
#18 CoreFoundation 000000000181915610 ()
#19 CoreFoundation 0000000001818E48F4 ()
#20 CoreFoundation 0000000001818DF98C ()
#21 CoreFoundation 0000000001818F3468 CFRunLoopRunSpecific()
#22 GraphicsServices 00000000019D49338C GSEventRunModal()
#23 UIKitCore 0000000001842965D0 -[UIApplication _run]
#24 UIKitCore 000000000184014F74 UIApplicationMain()
#25 JHUniversalApp 000000000106CC18EC -[VAUIFooterView .cxx_destruct]
#26 dyld 000000000108F8DAA4 start()
univer:=>13:52:46.191 -[SMDCTxtUtil checkAllDataExtend] 十分钟上传一次采集数据-9-条
univer:=>13:52:46.711 -[SMDCTxtUtil uploadData:]_block_invoke 上传埋点数据信息成功

","已解决","0000-00-00","0","是","","李聪","2022-02-24 11:37:53","主干(#trunk)","李聪","2022-02-25 10:48:19","邹丽","已解决","主干(#trunk)","2022-02-25 10:43:18","","0000-00-00 00:00:00","0","","","邹丽","2022-02-25 10:48:19","WeChat765eb93d3fc112648565c9223556f0c2.png
",""
"2068","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","CALayer position contains NaN: [nan 1]","","1-Low","3","代码错误","","","当前展示的视图控制器:HomeMainController

最后实例化的视图控制器:HomeMainController

2.6.0.012920 name:CALayerInvalidGeometry
reason:CALayer position contains NaN: [nan 1]

#0 CoreFoundation 00000000018144ED8C ()
#1 libobjc.A.dylib 0000000001806085EC objc_exception_throw()
#2 CoreFoundation 00000000018144EC6C -[NSException initWithCoder:]
#3 QuartzCore 0000000001855DED1C ()
#4 QuartzCore 0000000001855D0BBC -[CALayer setPosition:]
#5 QuartzCore 0000000001855D116C -[CALayer setFrame:]
#6 UIKit 00000000018B02C360 -[UIView setFrame:]
#7 JHUniversalApp 000000000104677CD0 -[YJHomeMeunCell scrollViewDidScroll:]
#8 libdispatch.dylib 000000000180D40AA0 ()
#9 libdispatch.dylib 000000000180D40A60 ()
#10 libdispatch.dylib 000000000180D4D65C ()
#11 CoreFoundation 0000000001813F7070 ()
#12 CoreFoundation 0000000001813F4BC8 ()
#13 CoreFoundation 000000000181314DA8 CFRunLoopRunSpecific()
#14 GraphicsServices 0000000001832F9020 GSEventRunModal()
#15 UIKit 00000000018B331758 UIApplicationMain()
#16 JHUniversalApp 00000000010478BEA4 -[VAUIFooterView .cxx_destruct]
#17 libdyld.dylib 000000000180DA5FC0 ()

login:w>18:20:18.642 -[LoginAndRegister readyOnApplicationRun2] 正式登录并存在ApplicationContext

","已解决","0000-00-00","0","是","","李聪","2022-02-24 11:36:42","主干(#trunk)","李聪","2022-02-24 18:30:19","杨峰","已解决","主干(#trunk)","2022-02-24 18:29:34","","0000-00-00 00:00:00","0","","","杨峰","2022-02-24 18:30:19","",""
"2067","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[UIView removeAllSubViews]: unrecognized selector sent to instance 0x10fd3ed10","","1-Low","3","代码错误","","","当前展示的视图控制器:ShowStoreNewMapViewController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[UIView removeAllSubViews]: unrecognized selector sent to instance 0x10fd3ed10

#0 CoreFoundation 0000000001810DD0FC ()
#1 libobjc.A.dylib 000000000199918D64 objc_exception_throw()
#2 CoreFoundation 0000000001811BA0C4 +[NSObject _copyDescription]
#3 UIKitCore 000000000184458030 -[UIResponder doesNotRecognizeSelector:]
#4 CoreFoundation 000000000181072524 ()
#5 CoreFoundation 000000000181071660 -[NSKVONotifying_MKUserLocation setCoordinate:]
#6 JHUniversalApp 000000000106314820 -[JHNewNotificationCell createCooperateLabel:]
#7 JHUniversalApp 000000000106313940 -[JHNewNotificationCell setModel:]
#8 libdispatch.dylib 000000000180D4D924 ()
#9 libdispatch.dylib 000000000180D4F670 ()
#10 libdispatch.dylib 000000000180D5DB70 _dispatch_main_queue_callback_4CF()
#11 CoreFoundation 000000000181095D84 ()
#12 CoreFoundation 00000000018104FF5C ()
#13 CoreFoundation 000000000181063468 CFRunLoopRunSpecific()
#14 GraphicsServices 00000000019CBEF38C GSEventRunModal()
#15 UIKitCore 000000000183A05088 -[UIApplication _run]
#16 UIKitCore 000000000183783958 UIApplicationMain()
#17 JHUniversalApp 0000000001079AA0E4 -[VAUIFooterView .cxx_destruct]
#18 dyld 00000000010A3DDAA4 start()



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 11:35:16","主干(#trunk)","李宽","2022-02-25 11:12:44","郭旭","已解决","主干(#trunk)","2022-02-25 11:08:40","","0000-00-00 00:00:00","0","","","郭旭","2022-02-25 11:12:44","",""
"2064","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","Attempt to insert non-property list object","","1-Low","3","代码错误","","","当前展示的视图控制器:JHTabBarController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:Attempt to insert non-property list object {
StoreSecTypeId = ““00000000-0000-0000-0000-000000000000““;
StoreName = ““佛山市高明区杨和镇蓓蕾托儿所““;
StoreSecType = (null);
StoreType = (null);
StoreTypeId = (null);
} for key JHStoreInfoThemData

#0 CoreFoundation 0000000001806210FC ()
#1 libobjc.A.dylib 000000000198E6DD64 objc_exception_throw()
#2 CoreFoundation 00000000018072A564 ()
#3 CoreFoundation 0000000001806E3EC8 ()
#4 CoreFoundation 000000000180600AE4 ()
#5 CoreFoundation 00000000018064383C ()
#6 CoreFoundation 00000000018066A6C8 ()
#7 CoreFoundation 000000000180616A08 ()
#8 CoreFoundation 0000000001805DF3B8 ()
#9 CoreFoundation 0000000001805B73D8 ()
#10 CoreFoundation 0000000001805B045C ()
#11 CoreFoundation 000000000180661100 -[_CFXPreferences setValue:forKey:appIdentifier:container:configurationURL:]
#12 CoreFoundation 0000000001805E48AC _CFPreferencesSetAppValueWithContainerAndConfiguration()
#13 Foundation 000000000181DE7DB4 -[NSUserDefaults setObject:forKey:]
#14 JHUniversalApp 000000000101B09C38 -[StoreDetailCornerVC requestDataForStoresIn]
#15 libdispatch.dylib 000000000180291924 ()
#16 libdispatch.dylib 000000000180293670 ()
#17 libdispatch.dylib 0000000001802A1B70 _dispatch_main_queue_callback_4CF()
#18 CoreFoundation 0000000001805D9D84 ()
#19 CoreFoundation 000000000180593F5C ()
#20 CoreFoundation 0000000001805A7468 CFRunLoopRunSpecific()
#21 GraphicsServices 00000000019C14738C GSEventRunModal()
#22 UIKitCore 000000000182F4A5D0 -[UIApplication _run]
#23 UIKitCore 000000000182CC8F74 UIApplicationMain()
#24 JHUniversalApp 00000000010374C688 -[VAUIFooterView .cxx_destruct]
#25 dyld 000000000106B5DAA4 start()
univer:=>17:53:42.604 -[JHMessageEntity dealloc] 消息体销毁了
univer:=>17:53:43.309 -[JHMessageEntity dealloc] 消息体销毁了



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 11:32:11","主干(#trunk)","余朝阳","2022-02-28 10:09:15","余朝阳","已解决","主干(#trunk)","2022-02-28 10:08:30","","0000-00-00 00:00:00","0","","","余朝阳","2022-02-28 10:09:15","",""
"2063","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[__NSCFString reachabilityChanged:]: unrecognized selector sent to instance 0x280457280","","1-Low","3","代码错误","","","当前展示的视图控制器:JHTabBarController

最后实例化的视图控制器:JHMapTemplateOneViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[__NSCFString reachabilityChanged:]: unrecognized selector sent to instance 0x280457280

#0 CoreFoundation 000000000186E3C98C ()
#1 libobjc.A.dylib 000000000186B650A4 objc_exception_throw()
#2 CoreFoundation 000000000186D4043C -[NSOrderedSet initWithSet:copyItems:]
#3 CoreFoundation 000000000186E40E08 ()
#4 CoreFoundation 000000000186E42BEC _CF_forwarding_prep_0()
#5 JHUniversalApp 0000000001075826C8 -[Reachability startNotifier]
#6 SystemConfiguration 0000000001870A8558 ()
#7 SystemConfiguration 0000000001870A8D60 ()
#8 libnetwork.dylib 000000000189176124 ()
#9 libdispatch.dylib 000000000186B09610 ()
#10 libdispatch.dylib 000000000186B0A184 ()
#11 libdispatch.dylib 000000000186AE773C ()
#12 libdispatch.dylib 000000000186AE8154 ()
#13 libdispatch.dylib 000000000186AF143C ()
#14 libsystem_pthread.dylib 000000000186B59FA4 _pthread_wqthread()
#15 libsystem_pthread.dylib 000000000186B5CAE0 start_wqthread()



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 11:31:00","主干(#trunk)","余朝阳","2022-02-24 17:42:45","平康","已解决","主干(#trunk)","2022-02-24 17:42:31","","0000-00-00 00:00:00","0","","","平康","2022-02-24 17:42:45","",""
